distribution_center_id,distribution_center_name,product_category,product_name,product_department,nums_of_items_in_stock,nums_of_sold_items
6,Port Authority of New York/New Jersey NY/NJ,Accessories,WHOLESALE LOT MENS 10 HANDKERCHIEFS NEW POCKET SQUARES SOLID COLORS FORMAL,Men,7,3
5,New Orleans LA,Accessories,Women's Italian Leather Gloves Lined in Silk. 4bt . In Many Colors. By Solo Classe.,Women,9,3
5,New Orleans LA,Accessories,Women's Italian Leather Gloves Lined in Cashmere in Many Colors. Simple By Solo Classe,Women,9,4
3,Houston TX,Accessories,Stacy Adams Men's Felt Fedora,Men,15,5
3,Houston TX,Accessories,Stacy Adams Men's Homburg,Men,15,6
3,Houston TX,Accessories,Stacy Adams Men's Crushable Wool Felt Snap Brim Fedora,Men,22,8
3,Houston TX,Accessories,Stacy Adams 6-027 Snake Skin with Leather Embossed Croco and Lizard Mens Leather Belt Nickel Brushed Buckle,Men,18,6
2,Chicago IL,Accessories,SwypeGloves Black Texting Gloves - 'Streets of New York' Touchscreen Gloves,Men,21,7
2,Chicago IL,Accessories,SwypeGloves Black Texting Gloves - 'Adrenaline' Touchscreen Gloves,Women,9,4
2,Chicago IL,Accessories,SwypeGloves Dual tone Brown/Black Texting Gloves - 'Grand Canyon' Touchscreen Gloves,Men,30,10
2,Chicago IL,Accessories,SwypeGloves Pink Texting Gloves - 'Pink Sands of Bermuda' Touchscreen Gloves (Pink),Women,19,8
6,Port Authority of New York/New Jersey NY/NJ,Accessories,TAXI Wallet Imagery,Women,14,5
6,Port Authority of New York/New Jersey NY/NJ,Accessories,TAXI Wallet Canyon,Women,11,5
6,Port Authority of New York/New Jersey NY/NJ,Accessories,TAXI Wallet Monterey,Women,16,5
1,Memphis TN,Accessories,Taxi Wallet Black,Women,19,8
10,Savannah GA,Accessories,Terra Nomad Women's Woolly Long Fashion Scarf/Wrap With Stitched Flowers Edge and Viscose Trim,Women,13,5
8,Mobile AL,Accessories,Zebra Print Mini Flat Credit Card Wallet Case in Choice of Colors - Great Stocking Stuffer!,Women,14,6
4,Los Angeles CA,Accessories,Winter Striped Beanie with Pom,Men,11,4
4,Los Angeles CA,Accessories,New Solid Winter Long Beanie,Men,22,9
3,Houston TX,Accessories,910EB Fine Leather Hand Crafted Mans Man's Mens Men's Mini Wallet ID Credit Card Holder with Magnetic Money Clip,Men,15,6
10,Savannah GA,Accessories,Solid - 100% Heavy Wool Scarves,Women,5,2
10,Savannah GA,Accessories,Zig-Zag Pattern 100% Viscose Fringed Scarf with Flaired Ends,Women,25,8
10,Savannah GA,Accessories,Silky Feel Poly Solid Color Tie,Men,25,8
10,Savannah GA,Accessories,Paisley Pattern Printed Ascot with Free Gift Box,Men,14,6
10,Savannah GA,Accessories,Hollywood Solid Pashmina Scarf,Women,21,9
10,Savannah GA,Accessories,Solid Color Leather Adjustable Skinny Belt with,Women,22,8
10,Savannah GA,Accessories,Boxed Fancy 3pc. Men's Cotton Handkerchiefs,Men,12,4
10,Savannah GA,Accessories,BG Clip Suspenders CS1301,Men,17,7
10,Savannah GA,Accessories,True Cashmere Scarf,Women,31,10
10,Savannah GA,Accessories,Houndstooth Square Shawl,Women,18,7
10,Savannah GA,Accessories,BG Solid Color 100% Silk Tie,Men,19,7
10,Savannah GA,Accessories,Metro Fleece Ear Warmers,Women,6,2
10,Savannah GA,Accessories,Boxed 3 pc. Initial Cotton Handkerchiefs,Men,39,13
10,Savannah GA,Accessories,SUSPENDER BOXED CLIP,Men,21,9
10,Savannah GA,Accessories,New Paisley Circles Pattern 100% Viscose Fringed Scarf,Women,9,4
10,Savannah GA,Accessories,Stars & Plaid 100% Viscose Fringed Scarf,Women,17,6
10,Savannah GA,Accessories,Show Girl Chic Tall Fur Leg Warmers,Women,18,6
10,Savannah GA,Accessories,BG College Multi Stripe Color Woven Tie Collection,Men,24,7
10,Savannah GA,Accessories,Light Crinkle Multi Color Checker Viscose Scarves LS2712,Women,24,9
10,Savannah GA,Accessories,100% Wool 'Hat-imals' Plush Knit Winter Hats (Wool Collection),Women,11,3
10,Savannah GA,Accessories,Solid Banded Bowtie,Men,31,12
10,Savannah GA,Accessories,Solid Color Polyester 3 Piece Fleece Hat Scarf & Glove Women's Winter Set,Women,15,5
10,Savannah GA,Accessories,New Gradual Curves with Floral Design Viscose Scarf,Women,19,6
10,Savannah GA,Accessories,Boxed Fancy 3 pc Ladies Cotton Handkerchiefs,Women,25,8
10,Savannah GA,Accessories,Extra Warm Metro Fleece Ear Warmers,Men,36,13
5,New Orleans LA,Accessories,Alpine Swiss Fine Lambskin Leather Hand Crafted Men's Money Clip mini Wallet ID Credit Card Holder Front Pocket Wallet with Spring Clip - Black Comes in a Gift Bag,Men,24,8
1,Memphis TN,Accessories,Elegant Crinkled Scarf with Silver Lining Detail Assorted Colors,Women,8,3
3,Houston TX,Accessories,Calvin Klein Men's Leather Bookfold,Men,10,4
3,Houston TX,Accessories,Calvin Klein Men's Fold With Logo,Men,25,8
3,Houston TX,Accessories,Calvin Klein Men's 4-In-1 Reversible Plaque Belt,Men,10,3
3,Houston TX,Accessories,Calvin Klein Men's Vintage Leather 4-In-1 Reversible Belt,Men,12,4
3,Houston TX,Accessories,Calvin Klein Men's Reversible Gunmetal Dress Belt,Men,20,8
3,Houston TX,Accessories,Calvin Klein Men's Logo Scarf,Men,16,7
3,Houston TX,Accessories,Calvin Klein Men's Feather Edge Leather Belt With Plaque Buckle,Men,6,2
3,Houston TX,Accessories,Calvin Klein Men's Signature Pass Case,Men,26,9
3,Houston TX,Accessories,Calvin Klein Women's Basic Reversible Belt,Women,13,4
3,Houston TX,Accessories,Calvin Klein Men's Signature Trifold,Men,15,7
3,Houston TX,Accessories,Calvin Klein Men's Smooth Leather Reversible Belt,Men,24,10
1,Memphis TN,Accessories,Canada Goose Men's Aviator Hat,Men,18,7
1,Memphis TN,Accessories,Canada Goose Women's Down Glove,Women,8,3
8,Mobile AL,Accessories,SWG UV400- Unisex Aviator Sunglasses 30012 Whole Black With Micro Fiber Cleaning Cloth x1 and SWG Clam Shell Case x1 Gift Ready ! - Perfectly Match Everyday Apparel for Women & Men,Women,6,3
2,Chicago IL,Accessories,Knit Leg Warmers,Women,22,8
1,Memphis TN,Accessories,Classic Wayfarer Style Sunglasses Large Lens Size - Red,Men,22,9
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Foot Traffic Flat Knit Rainbow Leg Warmer,Women,16,6
2,Chicago IL,Accessories,Goorin Bros. Men's Private Cap,Men,25,9
2,Chicago IL,Accessories,Goorin Bros. Men's Rooster Cap,Men,19,5
4,Los Angeles CA,Accessories,Western Lone Star Belt Buckle Black,Men,15,6
4,Los Angeles CA,Accessories,Black Belt for Buckle,Men,12,5
4,Los Angeles CA,Accessories,New Mens Solid Black Retro Skinny Necktie 1.5 Tie,Men,12,4
4,Los Angeles CA,Accessories,Solid red polyester tie,Men,13,6
4,Los Angeles CA,Accessories,Black New Mens Solid Color Black Ties,Men,15,6
4,Los Angeles CA,Accessories,New Skinny Slim Narrow Solid Black 2 Inch Necktie Tie,Men,20,8
4,Los Angeles CA,Accessories,Mens Solid Skinny 2 Inch Crimson Red Necktie Tie,Men,11,4
4,Los Angeles CA,Accessories,NEW SOLID ROYAL BLUE SATIN Mens Necktie Neck Tie,Men,23,8
4,Los Angeles CA,Accessories,K Alexander Men's Solid WHITE Tie,Men,18,7
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Kenneth Cole Reaction KC1069 Aviator Sunglasses,Men,29,10
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Kenneth Cole Reaction Womens Slim Croc Print Clutch Wallet,Women,9,3
1,Memphis TN,Accessories,Black Knit Ruffle Edge Poncho Shawl Cloak Wrap Cape,Women,11,4
1,Memphis TN,Accessories,Black Rhinestone Cross Jeweled Studded Belt,Women,27,10
1,Memphis TN,Accessories,White Hand Made Cotton Knit Headband W/flower & Rhinestone Button,Women,6,3
1,Memphis TN,Accessories,Navy Blue Braided Elastic Stretch Belt,Women,7,3
1,Memphis TN,Accessories,Black Fleur Di Lis Rhinestone Western Bling Belt,Women,26,10
1,Memphis TN,Accessories,Black Gorgeous Rhinestone Studded Belt,Women,20,8
1,Memphis TN,Accessories,Beige Knit Solid Color Circle Eternity Ring Scarf,Women,17,7
1,Memphis TN,Accessories,Black Braided Elastic Stretch Belt,Women,18,6
1,Memphis TN,Accessories,Beige Braided Elastic Stretch Belt,Women,21,7
1,Memphis TN,Accessories,Clip-On Suspenders In White,Men,19,7
1,Memphis TN,Accessories,Super Soft Black 3m Insulated Leather Women's Gloves,Women,10,3
1,Memphis TN,Accessories,Black Hand Made Knit Headband With Flower Detail,Women,6,3
1,Memphis TN,Accessories,Black Cross Rodeo Rhinestone Western Bling Belt,Women,17,6
1,Memphis TN,Accessories,Ivory Hand Made Knit Headband With Flower Detail,Women,9,4
1,Memphis TN,Accessories,Black 1.5 Wide Snap Removable Buckle Belt,Women,2,1
1,Memphis TN,Accessories,Red & White Striped Lightweight Infinity Circle Ring Scarf,Women,16,6
1,Memphis TN,Accessories,Purple Cloche Fur Trim Fleece 3 Piece Hat Scarf & Glove Set,Women,11,5
1,Memphis TN,Accessories,Black & Silver Double Grommet Holes Belt,Women,18,7
1,Memphis TN,Accessories,Black Unisex Warm Half Finger Stretchy Knit Gloves,Men,2,1
2,Chicago IL,Accessories,Michael Kors Pippa Sunglasses - M2784,Women,16,6
2,Chicago IL,Accessories,Michael Kors Grayson Sunglasses - M2777S,Women,21,8
3,Houston TX,Accessories,New Classy Womens Skinny Leather Belt with Shiny Buckle Many Colors S-XL,Women,20,6
1,Memphis TN,Accessories,Cashmere Feel Patterened Unisex Pashmina Scarf - Plaid/Checks/Stripes Available,Women,17,6
10,Savannah GA,Accessories,Polo Ralph Lauren PH 2083 Eyeglasses,Women,13,6
10,Savannah GA,Accessories,Polo Ralph Lauren Men Pony Logo Adjustable Hat Cap,Men,21,7
10,Savannah GA,Accessories,Polo Ralph Lauren Men Big Pony Logo Hat Cap,Men,28,9
3,Houston TX,Accessories,Women's Cashmere Gloves Made in Scotland,Women,14,5
3,Houston TX,Accessories,Smith Optics Serpico Sunglasses,Men,27,8
3,Houston TX,Accessories,Smith Optics Serpico Sunglasses,Women,17,8
8,Mobile AL,Accessories,Steve Madden Legwear Women's Lurex Rib Leg Warmer,Women,10,5
2,Chicago IL,Accessories,HD Vision Wraparounds Sunglasses/Night Vision Glasses Combo Pack,Women,12,5
10,Savannah GA,Accessories,Under Armour Igniter Pro Sport Sunglasses,Women,18,6
10,Savannah GA,Accessories,Under Armour Power Oversized Sunglasses,Women,26,8
10,Savannah GA,Accessories,Under Armour Surge Sport Sunglasses,Women,16,7
10,Savannah GA,Accessories,Under Armour Igniter Pro Sport Sunglasses,Men,20,8
4,Los Angeles CA,Accessories,Vera Bradley Coin Purse,Women,9,4
4,Los Angeles CA,Accessories,Vera Bradley Accordion Wallet,Women,8,3
1,Memphis TN,Accessories,Vince Camuto Women's Covered Buckle Belt,Women,14,5
8,Mobile AL,Accessories,BeltsandStuds Western Rhinestone Skinny Studded Hot Pink Leather Belt,Women,25,9
8,Mobile AL,Accessories,BeltsandStuds Western Rhinestone Studded Black Leather Belt,Women,13,4
4,Los Angeles CA,Accessories,Blancq-Olibet Traditional French Wool Beret,Women,24,9
4,Los Angeles CA,Accessories,27 Stirrup Legwarmers194,Women,37,12
3,Houston TX,Accessories,Costa Del Mar - Blackfin - Camo Frame-580 Green Mirror Glass Polarized Lenses,Men,20,8
3,Houston TX,Accessories,Costa Del Mar Brine Polarized Sunglasses - Costa 400 Glass Lens,Men,13,5
3,Houston TX,Accessories,Costa Del Mar Caballito Polarized Sunglasses - Costa 580 Glass Lens,Women,4,1
3,Houston TX,Accessories,Costa Del Mar Brine Polarized Sunglasses - Costa 400 Glass Lens,Women,7,3
3,Houston TX,Accessories,Costa Del Mar - Blackfin - Camo Frame-580 Green Mirror Glass Polarized Lenses,Women,17,7
10,Savannah GA,Accessories,Diamond Supply Co Brilliant Fold Beanie - Men's,Men,21,8
10,Savannah GA,Accessories,Genuine Touchscreen Leather Gloves with Italian Cashmere Lining,Men,5,2
1,Memphis TN,Accessories,White Cotton Gloves. Black Cotton Gloves,Women,13,4
2,Chicago IL,Accessories,IG 80's RUN DMC Old School Rapper Hip Hop DJ Glasses,Women,8,3
5,New Orleans LA,Accessories,Indiana Jones Crushable Wool Felt Fedora Hats IJ559,Men,9,4
5,New Orleans LA,Accessories,Indiana Jones Men's 555 Hat,Men,9,4
5,New Orleans LA,Accessories,Joseph Abboud Men's Glace Sheepskin Baby Cable Cashmere Lined Glove,Men,17,6
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Classic Tortoise Wayfarer Style Sunglasses,Women,11,4
5,New Orleans LA,Accessories,La Fiorentina Women's Chunky Knit Set,Women,11,4
5,New Orleans LA,Accessories,La Fiorentina Women's Ombre Pleated Muffler,Women,11,4
5,New Orleans LA,Accessories,La Fiorentina Women's Carin Muffler,Women,13,6
1,Memphis TN,Accessories,Michael Stars Women's Crepe Scarf,Women,19,6
4,Los Angeles CA,Accessories,Wool Greek Fishermans Cap,Men,10,5
5,New Orleans LA,Accessories,Elegant Purple Reversible Paisley Pashmina Silk Shawl Wrap,Women,16,6
5,New Orleans LA,Accessories,Chic Ruffled Tan Leopard Print Fringe Scarf,Women,12,4
2,Chicago IL,Accessories,Royce Leather Magic Wallet,Men,23,10
3,Houston TX,Accessories,Stewart Stand Silver Stainless Steel Trifold w/Straight Cross Slots,Men,26,10
2,Chicago IL,Accessories,Stormy Kromer Women's The Petal Pusher Cap,Women,11,3
3,Houston TX,Accessories,Wurkin Stiffs 3 Pairs of Assorted Collar Magnetic Power Stays,Men,25,9
3,Houston TX,Accessories,Wurkin Stiffs 2.5-inch Power Collar Stays 6 Set,Men,25,10
1,Memphis TN,Accessories,Blank Cuff Beanie Visor (Comes In Many Different Colors),Men,16,6
8,Mobile AL,Accessories,Adventure Time Finn Bi-fold Wallet,Women,13,5
4,Los Angeles CA,Accessories,Betsey Johnson Women's Cozy Cable Lurex Leg Warmer,Women,16,6
4,Los Angeles CA,Accessories,Bundle Monster 8pc Womens Fancy Shawl Scarf Fashion Polyester Scarves Solid Color Mixed Lot,Women,7,3
4,Los Angeles CA,Accessories,Bundle Monster Mens Tuxedo Solid Patterned Adjustable Neck Bowtie Bow Tie 5pc Assorted Lot Set,Men,4,2
4,Los Angeles CA,Accessories,Bundle Monster Mens Fashion Business Solid Woven Stripes Necktie Tie Mixed Set,Men,14,6
4,Los Angeles CA,Accessories,Bundle Monster Classic Skinny Braces X/Y-Back Mens Womens Adjustable Clip On 1 Wide Suspenders - Mixed 4pc Lot,Men,16,5
4,Los Angeles CA,Accessories,Duck Commander ~ Hardwoods Camo Brown Logo Cap ~ NEW ~ Hunting HAT,Men,23,9
5,New Orleans LA,Accessories,Winter Womens / Mens - Black Gloves,Women,12,4
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Geoffrey Beene Men's Mirage Slim Passcase Wallet,Men,31,12
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Geoffrey Beene Men's Credit Card Trifold,Men,15,5
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Geoffrey Beene Men's Vertical Stripe Suspender,Men,19,8
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Geoffrey Beene Mens Mirage Slim Gusseted Card Case,Men,28,10
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Geoffrey Beene Men's Earflap Ivy,Men,20,7
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Geoffrey Beene Men's Leather Texting Glove,Men,21,8
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Geoffrey Beene Men's Passcase Billfold,Men,14,6
5,New Orleans LA,Accessories,Dual Sided Eye Care Case (Blue),Women,32,13
8,Mobile AL,Accessories,Plain Short Cable Beanies (Comes In 10 Different Colors),Men,20,6
1,Memphis TN,Accessories,S1 It Smooth Medium Eyeglass Case,Women,17,5
1,Memphis TN,Accessories,S5 Selected Smooth Small Eyeglass Case,Men,23,8
1,Memphis TN,Accessories,AS196 Medium Smooth Eyeglass Case,Men,26,10
1,Memphis TN,Accessories,S1 It Smooth Medium Eyeglass Case,Men,18,6
1,Memphis TN,Accessories,S5 Selected Smooth Small Eyeglass Case,Women,22,8
2,Chicago IL,Accessories,Native Eyewear Throttle Sunglasses,Men,20,7
2,Chicago IL,Accessories,Native Eyewear Dash XP Sunglasses,Women,17,7
2,Chicago IL,Accessories,Native Eyewear Hardtop XP Sunglasses,Women,14,6
2,Chicago IL,Accessories,Native Eyewear Throttle Sunglasses,Women,9,4
8,Mobile AL,Accessories,Osgoode Marley Eight Hook Zip Key Case with Valet,Women,15,5
8,Mobile AL,Accessories,Port and Company Knitted Scarf,Men,20,7
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Port Authority - Stretch Fleece Headband,Men,13,5
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Port Authority - Extra Long Fleece Scarf,Men,27,10
6,Port Authority of New York/New Jersey NY/NJ,Accessories,Port Authority - Extra Long Fleece Scarf,Women,16,6
3,Houston TX,Accessories,Men's Deerskin Leather Driving Gloves,Men,30,11
3,Houston TX,Accessories,Women's Women's Deerskin Leather Driving Gloves(Many colors),Women,7,3
3,Houston TX,Accessories,Women's Womens Leather Driving Gloves,Women,14,4
3,Houston TX,Accessories,Women's Women's Rabbit Fur Leather Mittens,Women,12,5
3,Houston TX,Accessories,Men's Men's Deerskin Winter Gloves with ThinsulateÂ® Lining,Men,20,6
3,Houston TX,Accessories,Men's Traditional Leather Driving Gloves By Pratt and Hart,Men,24,8
3,Houston TX,Accessories,Women's Winter Leather Mittens with Finger Liners,Women,4,2
3,Houston TX,Accessories,Men's Leather Driving Gloves with Velcro Strap By Pratt and Hart,Men,22,9
7,Philadelphia PA,Accessories,80's - 80's -'Club' - Half frame Clear Lens Wayfarer - Black,Women,17,7
7,Philadelphia PA,Accessories,Wool Beret- Red,Women,24,7
7,Philadelphia PA,Accessories,Lauren Solid Color Stunning Pashmina Scarf/Wrap,Women,29,10
7,Philadelphia PA,Accessories,Houndstooth Square Shawl Black and White,Women,19,8
7,Philadelphia PA,Accessories,Face Ski Mask w/ Visor - Black,Men,19,7
7,Philadelphia PA,Accessories,French Wool Beret- Many Colors Available,Women,20,8
7,Philadelphia PA,Accessories,Wool Fashion French Beret Black,Women,32,13
7,Philadelphia PA,Accessories,Formal Black Satin Banded Men's Bow Tie,Men,9,4
1,Memphis TN,Accessories,Ray-Ban Junior Kid's RJ9506S Aviator Sunglasses,Women,17,7
4,Los Angeles CA,Accessories,Mens Piano Keyboard Themed Gift Set: Wallet Music Note Keychain & Socks,Men,19,7
3,Houston TX,Accessories,The North Face Etip Glove,Men,12,5
3,Houston TX,Accessories,The North Face Bones Beanie,Men,18,5
3,Houston TX,Accessories,The North Face Powerstretch Glove,Men,5,2
1,Memphis TN,Accessories,Tommy Hilfiger Men's Bradford Passcase Wallet,Men,11,4
1,Memphis TN,Accessories,Tommy Men's Ribbon Inlay Belt,Men,30,11
1,Memphis TN,Accessories,Tommy Hilfiger Men's Clemson Passcase Billfold,Men,18,6
1,Memphis TN,Accessories,Tommy Hilfiger Mens Reversible Belt,Men,19,7
1,Memphis TN,Accessories,Tommy Men's Oxford Zip Around Wallet,Men,10,3
1,Memphis TN,Accessories,Tommy Hilfiger Men's Vachetta Two Tone Dress Belt,Men,26,9
1,Memphis TN,Accessories,Tommy Hilfiger Men's Multi Card Passcase,Men,24,9
1,Memphis TN,Accessories,Tommy Hilfiger Men's Credit Card Trifold,Men,22,7
1,Memphis TN,Accessories,Tommy Hilfiger  Men's Stockon Coin Passcase,Men,16,6
1,Memphis TN,Accessories,Tommy Hilfiger Mens Cambridge Passcase,Men,11,4
1,Memphis TN,Accessories,Tommy Hilfiger Men's  Oxford Slim Front Pocket Wallet,Men,2,1
1,Memphis TN,Accessories,Tommy Hilfiger Men's Double Stitched Canvas Belt,Men,18,7
1,Memphis TN,Accessories,Tommy Hilfiger Women's 1005/S Aviator Sunglasses,Women,9,4
1,Memphis TN,Accessories,Tommy Hilfiger Men's Interchangable Buckle and Reversible Belt Gift Set,Men,27,10
1,Memphis TN,Accessories,Tommy Hilfiger  Men's Cambrige Slim Billfold,Men,25,11
1,Memphis TN,Accessories,Black Crocheted Headband With Three Knit Flowers,Women,14,6
1,Memphis TN,Accessories,Ivory Crocheted Headband With Sequin Flower Detail,Women,11,5
8,Mobile AL,Accessories,I Read Banned Books Bracelet_ adult titles,Women,13,4
3,Houston TX,Accessories,collection eighteen Women's Floppy Ribbon Sun Hat,Women,14,5
3,Houston TX,Accessories,Collection XIIX Women's Reflections Floral Scarf,Women,13,5
3,Houston TX,Accessories,collection eighteen Women's Super Ruffle Border Softy Muffler,Women,10,3
3,Houston TX,Accessories,Collection XIIX Women's Lace Hole Oversized Loop Scarf,Women,13,6
4,Los Angeles CA,Accessories,DOLCE & GABBANA DG4167 501/8G BLACK GRAY GRADIENT 5917,Men,10,4
